# the local coordinates system, given by x axis, y axis, z axis and centroid; and the shape dimensions in these three axes
# the ID below should link to the id in asDamaged.ifc which I gave you before, they're the line number at which the element appears in the asDamaged.ifc
# the three axes should be mutually orthogonal, since they represents the axes in the local reference frame of the element
# x1 x2 x3 y1 y2 y3 z1 z2 z3 x0 y0 z0 xDim yDim zDim ID elementType
1 0 0 0 1 0 0 0 1 33.8868 13.8419 -0.25 0.300003 6.31505 0.5 72 IfcBeam
1 0 0 0 1 0 0 0 1 33.8868 3.61855 -0.25 0.300003 6.31505 0.5 126 IfcBeam
1 0 0 0 1 0 0 0 1 32.0128 0.110747 -0.25 3.45321 0.3 0.5 180 IfcBeam
1 0 0 0 1 0 0 0 1 28.2652 0.110747 -0.25 3.4472 0.3 0.5 234 IfcBeam
1 -7.68146e-05 0 7.68146e-05 1 0 0 0 1 24.5158 0.110615 -0.25 3.44979 0.3 0.5 288 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 8.73024 -0.25 0.299999 2.90779 0.5 342 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 17.2497 1.35 0.299999 0.5 3.7 396 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 10.4341 1.35 0.299999 0.5 3.7 450 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 7.02634 1.35 0.299999 0.5 3.7 504 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 0.210747 1.35 0.299999 0.5 3.7 558 IfcColumn
1 0 0 0 1 0 0 0 1 30.1388 0.210747 1.35 0.299999 0.5 3.7 612 IfcColumn
1 0 0 0 1 0 0 0 1 26.3916 0.210747 1.35 0.299999 0.5 3.7 666 IfcColumn
1 0 0 0 1 0 0 0 1 22.6409 0.210747 1.35 0.299999 0.5 3.7 720 IfcColumn
1 0 0 0 1 0 0 0 1 33.8868 13.8419 2.95 0.300003 6.31505 0.5 774 IfcBeam
1 0 0 0 1 0 0 0 1 33.8868 3.61855 2.95 0.300003 6.31505 0.5 828 IfcBeam
1 0 0 0 1 0 0 0 1 32.0128 0.110747 2.95 3.45321 0.3 0.5 882 IfcBeam
1 0 0 0 1 0 0 0 1 28.2652 0.110747 2.95 3.4472 0.3 0.5 936 IfcBeam
1 -7.68146e-05 0 7.68146e-05 1 0 0 0 1 24.5158 0.110615 2.95 3.44979 0.3 0.5 990 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 8.73024 2.95 0.299999 2.90779 0.5 1044 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 17.2497 4.8 0.299999 0.5 3.2 1098 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 10.4341 4.8 0.299999 0.5 3.2 1152 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 7.02634 4.8 0.299999 0.5 3.2 1206 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 0.210747 4.8 0.299999 0.5 3.2 1260 IfcColumn
1 0 0 0 1 0 0 0 1 30.1388 0.210747 4.8 0.299999 0.5 3.2 1314 IfcColumn
1 0 0 0 1 0 0 0 1 26.3916 0.210747 4.8 0.299999 0.5 3.2 1368 IfcColumn
1 0 0 0 1 0 0 0 1 22.6409 0.210747 4.8 0.299999 0.5 3.2 1422 IfcColumn
1 0 0 0 1 0 0 0 1 33.8868 13.8419 6.15 0.300003 6.31505 0.5 1476 IfcBeam
1 0 0 0 1 0 0 0 1 33.8868 3.61855 6.15 0.300003 6.31505 0.5 1530 IfcBeam
1 0 0 0 1 0 0 0 1 32.0128 0.110747 6.15 3.45321 0.3 0.5 1584 IfcBeam
1 0 0 0 1 0 0 0 1 28.2652 0.110747 6.15 3.4472 0.3 0.5 1638 IfcBeam
1 -7.68146e-05 0 7.68146e-05 1 0 0 0 1 24.5158 0.110615 6.15 3.44979 0.3 0.5 1692 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 8.73024 6.15 0.299999 2.90779 0.5 1746 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 17.2497 8 0.299999 0.5 3.2 1800 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 7.02634 8 0.299999 0.5 3.2 1854 IfcColumn
1 0 0 0 1 0 0 0 1 33.8894 0.210747 8 0.299999 0.5 3.2 1908 IfcColumn
1 0 0 0 1 0 0 0 1 30.1388 0.210747 8 0.299999 0.5 3.2 1962 IfcColumn
1 0 0 0 1 0 0 0 1 26.3916 0.210747 8 0.299999 0.5 3.2 2016 IfcColumn
1 0 0 0 1 0 0 0 1 22.6409 0.210747 8 0.299999 0.5 3.2 2070 IfcColumn
1 0 0 0 1 0 0 0 1 33.8868 13.8419 9.35 0.300003 6.31505 0.5 2124 IfcBeam
1 0 0 0 1 0 0 0 1 33.8868 3.61855 9.35 0.300003 6.31505 0.5 2178 IfcBeam
1 0 0 0 1 0 0 0 1 32.0128 0.110747 9.35 3.45321 0.3 0.5 2232 IfcBeam
1 0 0 0 1 0 0 0 1 28.2652 0.110747 9.35 3.4472 0.3 0.5 2286 IfcBeam
1 -7.68146e-05 0 7.68146e-05 1 0 0 0 1 24.5158 0.110615 9.35 3.44979 0.3 0.5 2340 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 8.73024 9.35 0.299999 2.90779 0.5 2394 IfcBeam
1 0 0 0 1 0 0 0 1 33.8894 10.4341 8 0.299999 0.5 3.2 3474 IfcColumn
